message,label
"Dear Student, IBM India is offering a special training-cum-internship program. Duration: 6 weeks. Certification included. Fee: Rs 8999 (discounted from Rs 15000). Enroll now before seats run out. Payment link: https://ibm-training-enroll.co.in. Certificate valid for placements.",0
"Hi! You've been referred for an internship at DataBridge Analytics. We need you to complete onboarding by paying Rs 3000 kit charges. The kit will be delivered to your address. Pay now and share receipt on WhatsApp. No interviews needed - you're already selected!",0
"LAST 2 SEATS LEFT! Premium internship at Infosys BPO with guaranteed PPO. Apply now by paying Rs 1999 application fee. First come first served. Details will be shared after payment confirmation. WhatsApp: +91-9012345678",0
"Subject: Internship Offer from TCS. Dear Candidate, Based on your academic performance, TCS is pleased to offer you an internship. However, due to high demand, we require a commitment deposit of Rs 5000 (fully refundable after internship completion). Pay via link: https://tcs-intern-deposit.com",0
"Hello! MegaSoft Inc. is looking for enthusiastic interns. No skills needed! We provide complete training. Earn Rs 35000/month from Day 1. Just fill this Google Form with your details: https://forms.gle/megasoft2026. Processing fee: Rs 750 payable after form submission.",0
"Greetings! You have been handpicked for an AI/ML internship at NeuralEdge Technologies. This is a premium opportunity available to only 20 students nationwide. To confirm, transfer Rs 6500 to our account (details below) and share the transaction ID on WhatsApp +91-8901234567. Offer valid for 24 hours only.",0
"Dear Rahul, We are thrilled to inform you that based on your exceptional resume, you've been selected for our exclusive Data Analytics Internship. Simply pay the refundable deposit of Rs 4500 via Paytm to 9876543210 and your offer letter will be generated automatically. Act fast - this offer expires tonight!",0
"Hey! Quick update - your internship application at CyberNex Labs has been fast-tracked. We just need a small verification fee of Rs 1200 to process your background check. Pay via UPI: cybernex@ybl. Once payment is confirmed, you'll receive your joining letter within 1 hour on WhatsApp.",0
"Congratulations Candidate! You have been chosen from 10000+ applicants for a prestigious internship at Oracle India. To accept this offer, complete your registration by paying Rs 3999 at https://oracle-intern-register.in. Don't delay - 87% of slots are already filled!",0
"Attention Students! Earn Rs 50000-80000/month with our exclusive internship-to-job program. No coding skills required! 100% placement guarantee after 3 months. One-time investment of Rs 9999 only. Limited batch of 30 students. Register NOW: https://forms.gle/placement2026. WhatsApp queries: +91-9988776655",0
"Hi, I am from the recruitment team at FlexiWork Solutions. We've shortlisted you for a content writing internship. Stipend: Rs 18000/month. However, to confirm your slot, you must purchase our Content Mastery Course (Rs 2999) which is mandatory for all interns. Buy here: https://flexiwork-course.com",0
"Dear Applicant, IMPORTANT - Your internship interview at Zoho Corporation has been scheduled. Before the interview, you must pay Rs 500 as an interview scheduling fee. This is a standard process. Pay via Google Pay to 7788996655 and share screenshot. Interview link will be sent after payment confirmation.",0
"Hi Rahul, I hope you are doing well. This is Priya Mehta from the HR team at NexaByte Solutions. We are pleased to inform you that you have been selected for the role of Software Development Intern based on your application and interview performance. Congratulations! Here are the details of your internship: Duration: 3 months, Stipend: Rs 15000 per month, Start Date: 10 May 2026, Work Mode: Remote. You will receive a formal offer letter and onboarding documents on your registered email shortly. Kindly confirm your acceptance by replying to this message so we can proceed with the next steps. We look forward to having you on our team. Best regards, Priya Mehta, HR Team, NexaByte Solutions",1
"Dear Ananya, Thank you for attending the interview on 18th April. We are happy to offer you the position of Marketing Intern at Freshworks. Your internship will begin on 1st June 2026 and last for 6 months. You will be working with our Brand Strategy team in Bengaluru. Your monthly stipend will be Rs 20000. Please find the attached offer letter and complete the acceptance process through our HR portal at careers.freshworks.com within 5 working days. For any queries, reach out to hr@freshworks.com. Warm regards, Deepa Iyer, Talent Acquisition, Freshworks",1
"Hello Vikram, Congratulations! After careful evaluation of your technical assessment and interview, we would like to extend an offer for the Software Engineering Internship at Razorpay. Details: Start Date: 15 May 2026, Duration: 3 months (with possibility of extension), Stipend: Rs 40000/month, Location: Bengaluru (Hybrid - 3 days in office). Your formal offer letter will be sent to your registered email (vikram@gmail.com) within 2 business days. Please sign and return it via DocuSign. If you have questions, contact your recruiter Arjun at arjun.k@razorpay.com. Best, Razorpay University Hiring Team",1
"Dear Sneha, We are writing to confirm your selection for the Data Science Internship Program at Flipkart. This follows your successful completion of the online assessment and two rounds of technical interviews. Internship Details: Role: Data Science Intern, Team: Search & Recommendation, Duration: May 2026 - August 2026 (4 months), Stipend: Rs 60000/month, Location: Flipkart HQ, Bengaluru. Please visit our onboarding portal at intern.flipkart.com to accept the offer and complete your documentation. The deadline for acceptance is 30th April 2026. Your HR SPOC will be Meera (meera.s@flipkart.com). Looking forward to having you on the team! Best regards, Flipkart Campus Hiring",1
"Hi Arjun, Great news! Based on your performance in the Goldman Sachs Engineering Virtual Program and subsequent interviews, we are pleased to offer you a Summer Analyst Internship. Start Date: 2nd June 2026, Duration: 10 weeks, Location: Bengaluru office, Compensation: As per company policy (details in offer letter). Your offer letter and pre-joining formalities document will be sent to arjun.shah@university.edu. Please complete the background verification process through our vendor HireRight - you will receive a separate email with instructions. For queries, contact campus.recruiting@gs.com. Congratulations and welcome aboard! HR Operations, Goldman Sachs India",1
"Dear Priya, Following your interview on April 10th, we are delighted to offer you the Product Design Internship at Swiggy. You will be joining our Design Systems team under the mentorship of Karthik Rao (Lead Designer). Key Details: Duration: 3 months (June-August 2026), Stipend: Rs 35000/month, Work Mode: Hybrid (Bengaluru), Perks: Meal credits, laptop provided. The official offer letter will be shared via email to priya.m@college.ac.in. Please accept through our careers portal within 7 days. Your campus recruiter is Nisha (nisha.r@swiggy.in, +91-80-41234567). We are excited to have you! Warm regards, Swiggy Talent Team",1
"Hello Rohan, Congratulations on successfully clearing all rounds of the Adobe internship hiring process! We would like to offer you the role of Research Intern in our Adobe Research Lab, Noida. Details: Start Date: 19 May 2026, Duration: 6 months, Monthly Stipend: Rs 80000, Additional Benefits: Relocation support, health insurance during internship. Your formal offer will arrive at rohan.k@iitkgp.ac.in via Adobe Sign. Pre-joining requirements: 1) Upload academic transcripts, 2) Complete the NDA, 3) Set up your Adobe ID. For support, email university-hiring@adobe.com. We look forward to your contributions! Best, Adobe India Campus Programs",1
"Dear Kavya, We are pleased to inform you that you have been selected for the Summer Internship 2026 at Deloitte India in our Strategy & Analytics practice. Role: Business Analyst Intern, Location: Mumbai, Duration: 8 weeks (June-July 2026), Stipend: As communicated during the campus process. Your offer letter and background check consent form will be sent to your university email. Please complete the pre-joining checklist on our portal (mycareer.deloitte.com) by May 5th. Your recruiting coordinator is Aditi (aditi.verma@deloitte.com). Congratulations and welcome to Deloitte! Campus Recruitment Team, Deloitte India",1
"Hi Amit, Thank you for your patience during our selection process. We are happy to confirm your internship at Zomato as a Backend Engineering Intern! You will work on our restaurant partner platform. Details: Joining: 1st June 2026, Duration: 3 months, Stipend: Rs 50000/month, Location: Gurugram (in-office). What happens next: 1) Accept offer via email link (sent to amit.p@nit.ac.in), 2) Complete medical declaration form, 3) Join our intern Slack channel (invite coming soon). Your manager will be Varun Kapoor and your HR buddy is Sanya (sanya@zomato.com). See you in June! Zomato Engineering",1
"Dear Ishaan, On behalf of the Microsoft India Development Center, we are excited to extend an internship offer for Summer 2026. Role: Software Engineering Intern, Team: Azure Cloud Infrastructure, Location: Hyderabad, Duration: 12 weeks (May-August), Monthly Stipend: Rs 80000, Benefits: Housing allowance, transport, meals. You will receive your official offer package via Microsoft Careers portal. Login with your application ID to accept. Background verification will be initiated by our partner Sterling. For questions, reach out to msidc-campushiring@microsoft.com. We are thrilled to have you join us! Best, University Recruiting, Microsoft India",1
"Hello Neha, We wanted to let you know that after reviewing your hackathon project and interview performance, you have been selected for the Google STEP Internship 2026. Details: Role: STEP Intern (Software Engineering), Location: Bangalore, Duration: June 1 - August 21, 2026, Stipend: Per Google India intern policy. Next steps: 1) Check your email (neha.r@iisc.ac.in) for the DocuSign offer, 2) Complete the background check via HireRight, 3) Attend the virtual intern orientation on May 28th. Questions? Email your recruiter Sarah at sarah-l@google.com. Congrats! Google University Programs",1
"Dear Applicant, Thank you for applying to the Infosys InStep Internship Program. After reviewing your profile, we would like to invite you for a virtual interview. Date: April 28, 2026, Time: 2:00 PM IST, Platform: Microsoft Teams (link will be sent 30 minutes before). Please keep your resume and university ID ready. If you need to reschedule, contact instep@infosys.com at least 24 hours in advance. Note: There are no fees associated with our recruitment process. Best regards, Infosys InStep Team",1
"Hi Pooja, We are delighted to share that you have been offered a summer internship at PhonePe! Position: Product Analyst Intern, Location: Bengaluru, Start: 15th May 2026, Duration: 10 weeks, Stipend: Rs 55000/month. Your offer acceptance link has been sent to pooja.s@bits-pilani.ac.in. Please accept within 5 business days. Pre-joining: Complete KYC verification through our onboarding portal. Your HR partner is Rahul (rahul.m@phonepe.com). Looking forward to working with you! PhonePe Campus Hiring",1
"Welcome to the Google Summer Internship Program",1
"Internship opportunity confirmation from Oracle",1
"Offer letter for Summer Internship at Adobe",1
"Internship joining instructions from Intel",1
"NVIDIA welcomes you to the internship program",1
"Internship Confirmation Letter from IBM",1
"You have been officially accepted as a Microsoft intern",1
"Final selection list for internship at SAP",1
"This is to certify your internship at Microsoft",1
"Your internship application to Amazon has been approved",1
"Pay Rs 999 to receive your certificate",0
"Click the link to claim your internship opportunity",0
"Internship offer pending your response",0
"Your resume has been shortlisted please respond to proceed",0
"Final reminder to complete your internship registration",0
"Limited-time internship offer apply now",0
"Kindly pay a processing fee to confirm your internship",0
"Congratulations you are selected for internship",0
"Urgent: Confirm your internship slot now",0
"Verify your credentials to unlock internship offer",0
"Submit application for stipend based internship program",0
"Complete enrollment for internship batch immediately",0
"IBM Training and Internship Program scholarship campaign",0
"VTU Approved Internship 2026 enrollment form",0
"Digital Bridge Program internship registration",0
"Job Bridge Program Summer Internship enrollment final call",0
"Dear Rahul, We are happy to inform you that after your excellent performance in our coding challenge and two rounds of interviews, you have been selected as a Backend Development Intern at Paytm. You'll be joining our Payments team in Noida. Start Date: June 1, 2026, Duration: 3 months, Stipend: Rs 45000/month. Your offer letter will be emailed to rahul.dev@university.edu within 48 hours. Please sign via DocuSign. Pre-joining steps: 1) Complete background check, 2) Submit joining documents via HR portal. Contact: prerna@paytm.com. Welcome aboard! Paytm Engineering",1
"Hello Candidate! MEGA INTERNSHIP DRIVE 2026! Get placed at top MNCs with our exclusive training program. Companies include: TCS, Infosys, Wipro, HCL. 100% placement guarantee or money back! Course fee: Rs 12999 (EMI available). Features: Live projects, certification, resume building, mock interviews. Limited seats! Register now: https://forms.gle/megadrive2026. Call/WhatsApp: +91-9876543210. Don't miss this golden opportunity!",0
"Dear Aisha, Following your campus placement interview at IIM Bangalore on March 25th, we are excited to offer you a Summer Associate position at McKinsey & Company, Gurugram office. Start Date: May 18, 2026, Duration: 10 weeks, Compensation: As discussed during the campus process. Your official offer letter will be sent via McKinsey Careers portal. Please accept by April 30th. Pre-joining: Background verification via First Advantage will be initiated separately. For questions, contact your recruiter Nandini at nandini_sharma@mckinsey.com. We look forward to your contributions. McKinsey Recruiting India",1
"ATTENTION ALL STUDENTS! Free Apple MacBook + Rs 1 Lakh stipend internship at a Silicon Valley startup! Work from home, flexible hours, no experience needed. All you need to do is share this post with 20 friends and pay Rs 299 registration. Spots filling up FAST. DM us on Instagram @dreamjobs2026 or WhatsApp +91-7654321234. This is NOT a scam - we have placed 5000+ students!",0
"Hi Karan, This is Meghna from Atlassian's University Programs team. I'm reaching out regarding your application for the Software Engineering Internship. We were impressed by your problem-solving approach during the assessment. We'd like to move forward with a final round interview. Available slots: April 29 (2 PM IST) or April 30 (11 AM IST). The interview will be conducted via Zoom and will last approximately 60 minutes. Please confirm your preferred slot by replying to this email or contacting me at meghna@atlassian.com. Note: Atlassian does not charge any fees during the hiring process. Best, Meghna, University Recruiting, Atlassian",1
"Dear Student, You have been EXCLUSIVELY selected for our Premium AI/ML Certification + Internship Combo. What you get: 1) 4-week online training, 2) Internship certificate, 3) Letter of recommendation, 4) LinkedIn endorsement. All for just Rs 4999 (70% scholarship applied!). Original price: Rs 16999. This scholarship expires in 3 hours. Pay now: UPI to aicert@paytm or https://ai-certification-premium.com/pay. WhatsApp receipt to +91-9012345678.",0
"Dear Rishi, Congratulations! We are pleased to extend an offer for the Data Engineering Internship at Uber India, Bengaluru. This follows your successful completion of all interview rounds. Details: Team: Marketplace Data Platform, Start: June 2026, Duration: 12 weeks, Compensation: Competitive (details in offer letter). Next steps: 1) Accept offer via Uber Careers portal (link sent to rishi@iitm.ac.in), 2) Complete I-9 equivalent verification, 3) Set up Uber corporate account. Your hiring manager will reach out with a welcome message. Recruiter: Sonal (sonal@uber.com, +91-80-46123456). Excited to have you! Uber University Recruiting India",1
"URGENT: Internship offer about to EXPIRE! You were selected 3 days ago for a Web Development internship but haven't confirmed. Your slot will be released in 2 hours if payment of Rs 1999 is not received. This is your LAST notification. Pay immediately via PhonePe/GPay to 8765432109 and share screenshot. Company: DigiTech Solutions. No further reminders will be sent.",0
"Hi Divya, Thank you for participating in the JP Morgan Code for Good hackathon. Based on your team's outstanding performance, we would like to offer you a Technology Analyst Internship at our Mumbai office. Duration: Summer 2026 (10 weeks), Compensation: Per JP Morgan campus hiring standards. Your offer package will be sent to divya.s@vjti.ac.in. Please review and sign the offer letter, NDA, and code of conduct documents via DocuSign within 10 business days. Background verification will be handled by HireRight. For support: campusrecruiting.india@jpmorgan.com. Congratulations! JP Morgan Campus Recruiting",1
"Hello! Want to earn Rs 1 Lakh per month as an intern? Our partner companies are looking for talented students. No coding needed! Roles: Digital Marketing, Content Writing, Social Media, Data Entry. Investment: Just Rs 3499 for our job-readiness bootcamp. After completion, guaranteed internship placement within 7 days! 500+ students already placed. Proof: Check our Instagram @internplacements. Register: https://forms.gle/bootcamp2026. Limited to first 50 applicants!",0
"Dear Manav, Following your application through our careers page and subsequent interview process, we are pleased to offer you the Cloud Engineering Internship at Oracle India Development Center, Bengaluru. Role: Cloud Infrastructure Intern, Team: OCI Compute, Start Date: May 20, 2026, Duration: 6 months, Monthly Stipend: Rs 65000. Your offer will be shared via Oracle Taleo. Login with your application credentials to review and accept. Complete the background verification form within 5 days of acceptance. HR Contact: campus-india@oracle.com. Welcome to Oracle! Oracle Campus Hiring India",1
"BREAKING: WhatsApp exclusive internship offer! Major IT company (name confidential due to NDA) hiring 500 interns through us. Requirements: Any degree, any year. Stipend: Rs 25000-50000. Slots left: Only 12! Registration: Pay Rs 799 to reserve your slot. Details will be shared ONLY after payment. Contact: +91-9876543210 (WhatsApp only). Do NOT call - message only. This message will be deleted in 1 hour.",0
"Hi Shreya, Greetings from Qualcomm India! We're reaching out about your application for the Hardware Engineering Internship at our Hyderabad Design Center. We've reviewed your profile and would like to schedule a technical phone screen. The 45-minute call will cover digital design fundamentals and your project experience. Available time slots have been shared at shreya.p@nitw.ac.in via Calendly. Please confirm at your convenience. Reminder: Qualcomm never requests payments from candidates at any stage. Questions? Contact university.hiring@qualcomm.com. Qualcomm University Relations India",1
"CONGRATULATIONS! You are one of the LUCKY winners selected for an international internship program in Dubai! All expenses paid - flight, hotel, food! Just need to pay Rs 15000 as visa processing fee. This opportunity is available only through our WhatsApp channel. Send your passport copy and payment proof to +91-8765432109. Deadline: Tomorrow 5 PM! Don't let this life-changing opportunity slip away!",0
"Dear Candidate, This is an automated reminder from the Tata Group's TAS (Tata Administrative Services) program. Your application for the Summer Internship 2026 has been received. Application ID: TAS-2026-04-7823. Current status: Under Review. Next steps will be communicated via your registered email. Expected timeline: 2 weeks. Note: Tata Group does not charge any application or processing fees. Beware of fraudulent communications. For queries: tas.recruitment@tata.com. Tata Administrative Services",1
"Hi! I'm an HR executive at a top startup. Saw your profile on LinkedIn and I'm impressed! We have an urgent opening for a Full Stack Intern - Rs 40000 stipend, fully remote. But I can only hold this for you until tonight. Send me your resume and Rs 500 booking amount via GPay to confirm interest. My personal number: +91-9012345678. Reply ASAP before someone else takes it!",0
"Dear Ankit, On behalf of Samsung R&D Institute India - Bangalore (SRI-B), we are pleased to confirm your selection for the Software Engineering Internship, Summer 2026. Assignment: Camera & AI Team, Duration: May - July 2026 (12 weeks), Stipend: Rs 55000/month, Location: SRI-B, Bangalore (on-site). Your offer letter will be dispatched via registered post and email (ankit.r@iiitb.ac.in). Required documents: 1) NOC from college, 2) Address proof, 3) Academic transcripts. Submit via our HR portal within 10 days. HR Contact: hr.srib@samsung.com, +91-80-67891234. We look forward to welcoming you! Samsung R&D India",1
