message,label
"Congratulations Priya! You are selected for Frontend Developer at Fortune 500 Startup. Stipend: Rs 25000/month. To lock your spot, pay a background check fee of Rs 1999 via GPay to 9876543210 within 2 hours.",0
"You're hired! Role: Software Engineer. Stipend: Rs 60000. Please verify your identity by sending your Aadhaar card, PAN card, and Rs 7999 background check fee. Contact only via WhatsApp.",0
"You're hired! Role: Content Writer. Stipend: Rs 20000. Please verify your identity by sending your Aadhaar card, PAN card, and Rs 3499 background check fee. Contact only via WhatsApp.",0
URGENT: Your application for Frontend Developer is approved. Salary: Rs 40000. No interview needed! Pay Rs 5000 security deposit immediately to confirm. Reply YES to get payment link.,0
"Hi Ananya, your profile was selected for a premium Software Engineer internship. Benefits include free MacBook and Rs 25000 stipend. Pay the Rs 7999 courier charges for the laptop delivery today.",0
ALERT: Your offer for Frontend Developer at DreamJobs2026 will expire in 2 hours. Please transfer Rs 7999 refundable training fee to our bank account. Send receipt here to get your offer letter.,0
"Dear Rohan, we are offering a work from home Software Engineer internship. Earn Rs 30000 monthly. Registration cost is just Rs 3499. Pay via UPI: fake@paytm. Act fast, only 2 seats left!",0
"Dear Manish, we are offering a work from home Data Scientist internship. Earn Rs 25000 monthly. Registration cost is just Rs 1999. Pay via UPI: fake@paytm. Act fast, only 2 seats left!",0
"Hi Aisha, your profile was selected for a premium Graphic Designer internship. Benefits include free MacBook and Rs 60000 stipend. Pay the Rs 7999 courier charges for the laptop delivery today.",0
ALERT: Your offer for Cybersecurity Trainee at DigiCorp will expire in 2 hours. Please transfer Rs 12999 refundable security deposit to our bank account. Send receipt here to get your offer letter.,0
Job Offer: Content Writer. Salary: Rs 25000. Work from home. Share this message with 5 friends and pay Rs 7999 joining fee. 100% placement guarantee. DM on Insta or WhatsApp for info.,0
Hi! Earn Rs 50000 per month as a HR Executive. Zero experience required. We provide full training. Just pay Rs 5000 for the learning material and start earning tomorrow. WhatsApp us for details.,0
"Congratulations Priya! You are selected for Content Writer at EarnBig Agency. Stipend: Rs 60000/month. To lock your spot, pay a certification cost of Rs 999 via GPay to 9876543210 within 12 hours.",0
"Greetings Aisha. You've been shortlisted for Business Analyst internship. Guaranteed PPO! To proceed to the final round, pay the assessment fee of Rs 7999 here: http://bit.ly/fake-payment.",0
"Congratulations Neha! You are selected for Frontend Developer at CyberNex Labs. Stipend: Rs 15000/month. To lock your spot, pay a processing fee of Rs 4999 via GPay to 9876543210 within 6 hours.",0
Job Offer: ML Intern. Salary: Rs 60000. Work from home. Share this message with 5 friends and pay Rs 7999 joining fee. 100% placement guarantee. DM on Insta or WhatsApp for info.,0
"Congratulations Sneha! You are selected for Graphic Designer at DreamJobs2026. Stipend: Rs 15000/month. To lock your spot, pay a onboarding fee of Rs 5000 via GPay to 9876543210 within 12 hours.",0
"You're hired! Role: Software Engineer. Stipend: Rs 1 Lakh. Please verify your identity by sending your Aadhaar card, PAN card, and Rs 999 background check fee. Contact only via WhatsApp.",0
URGENT: Your application for Marketing Intern is approved. Salary: Rs 1 Lakh. No interview needed! Pay Rs 5000 kit charges immediately to confirm. Reply YES to get payment link.,0
"Hi Ananya, this is HR from AppForge. You are selected for the ML Intern intern role. Work mode is remote. Stipend: Rs 10000. Please reply YES to confirm your interest.",1
"Good evening Rohan, your final interview for ML Intern at AppForge was positive. We are offering you a 6-month internship at Rs 50000/month. Accept via the HR portal.",1
"Hi Karthik, congratulations! You have cleared all rounds for the Data Scientist position at GlobalTech. Your joining date is next Monday. The HR team will send the official offer letter to your email.",1
"Good evening Amit, your final interview for HR Executive at TechNova was positive. We are offering you a 6-month internship at Rs 20000/month. Accept via the HR portal.",1
"Hi Ananya, congratulations! You have cleared all rounds for the Data Scientist position at CloudSync. Your joining date is next Monday. The HR team will send the official offer letter to your email.",1
"Dear Candidate, your application for HR Executive at AppForge is successful. We are offering Rs 25000 per month. There are no fees associated with this offer. Let us know if you accept.",1
"Hi Rahul, this is HR from GlobalTech. You are selected for the Software Engineer intern role. Work mode is remote. Stipend: Rs 25000. Please reply YES to confirm your interest.",1
"Dear Sneha, we are pleased to offer you the Data Scientist Internship at InfoEdge. Your stipend will be Rs 1 Lakh/month. Please confirm your acceptance by replying to this email/message.",1
"Hi Aisha, this is HR from MediaPulse. You are selected for the Business Analyst intern role. Work mode is remote. Stipend: Rs 60000. Please reply YES to confirm your interest.",1
"Good evening Vikram, your final interview for Content Writer at MediaPulse was positive. We are offering you a 6-month internship at Rs 1 Lakh/month. Accept via the HR portal.",1
"Hi Aisha, this is HR from TechNova. You are selected for the Business Analyst intern role. Work mode is remote. Stipend: Rs 1 Lakh. Please reply YES to confirm your interest.",1
"Hi Ananya, great news! You're hired as a Frontend Developer at MediaPulse. We do not charge any registration fees. Please complete your profile on our careers portal to generate the offer letter.",1
"Hi Rohan, this is HR from CloudSync. You are selected for the Software Engineer intern role. Work mode is remote. Stipend: Rs 30000. Please reply YES to confirm your interest.",1
"Good evening Rohan, your final interview for Marketing Intern at TechNova was positive. We are offering you a 6-month internship at Rs 60000/month. Accept via the HR portal.",1
Congratulations Sneha! We loved your assignment and want you to join MediaPulse as a Data Scientist Intern. We offer Rs 40000/month. Official onboarding details will follow on your university email.,1
"Dear Vikram, BuzzBee Digital Campus Recruitment team is happy to offer you a summer internship for the Frontend Developer profile. Please upload your academic transcripts to the HR portal within 6 hours.",1
"Hello Karthik, based on your performance in the hackathon, InfoEdge is offering you a ML Intern internship. Stipend: Rs 15000. Background verification will be initiated shortly by our vendor.",1
"Hi Neha, congratulations! You have cleared all rounds for the ML Intern position at DesignHub. Your joining date is next Monday. The HR team will send the official offer letter to your email.",1
"Dear Amit, we are pleased to offer you the Data Scientist Internship at Zomato. Your stipend will be Rs 10000/month. Please confirm your acceptance by replying to this email/message.",1
"Dear Rahul, welcome to Flipkart! We are thrilled to offer you the Data Scientist Internship. Your monthly stipend is Rs 40000. A detailed email has been sent. Please revert within 24 hours.",1
"Hi Vikram, great news! You're hired as a Graphic Designer at InfoEdge. We do not charge any registration fees. Please complete your profile on our careers portal to generate the offer letter.",1
"Hello Ananya, based on your performance in the hackathon, TechNova is offering you a Software Engineer internship. Stipend: Rs 10000. Background verification will be initiated shortly by our vendor.",1
"Dear Rohan, we are pleased to offer you the Business Analyst Internship at Zomato. Your stipend will be Rs 1 Lakh/month. Please confirm your acceptance by replying to this email/message.",1
"Dear Ananya, DesignHub Campus Recruitment team is happy to offer you a summer internship for the ML Intern profile. Please upload your academic transcripts to the HR portal within 6 hours.",1
"Dear Amit, Razorpay Campus Recruitment team is happy to offer you a summer internship for the Business Analyst profile. Please upload your academic transcripts to the HR portal within 24 hours.",1
"Hi Karthik, this is HR from CloudSync. You are selected for the Cybersecurity Trainee intern role. Work mode is remote. Stipend: Rs 15000. Please reply YES to confirm your interest.",1
Congratulations Rahul! We loved your assignment and want you to join GlobalTech as a Frontend Developer Intern. We offer Rs 20000/month. Official onboarding details will follow on your university email.,1
"Dear Sneha, InfoEdge Campus Recruitment team is happy to offer you a summer internship for the Marketing Intern profile. Please upload your academic transcripts to the HR portal within 12 hours.",1
"Dear Aisha, we are pleased to offer you the Content Writer Internship at Razorpay. Your stipend will be Rs 20000/month. Please confirm your acceptance by replying to this email/message.",1
Congratulations Sneha! We loved your assignment and want you to join Zomato as a Software Engineer Intern. We offer Rs 50000/month. Official onboarding details will follow on your university email.,1
"Hello Aisha, based on your performance in the hackathon, CloudSync is offering you a Graphic Designer internship. Stipend: Rs 25000. Background verification will be initiated shortly by our vendor.",1
"Hi Ananya, thanks for applying to MediaPulse. You are selected for the Content Writer position. Start date: 1st of next month. Remote work. Please confirm acceptance to proceed with onboarding.",1
"Hello Sneha, following your interview, CloudSync is excited to extend a HR Executive internship offer. Duration is 3 months with a stipend of Rs 40000. Please check your email for the DocuSign link.",1
"Hi Rohan, congratulations! You have cleared all rounds for the ML Intern position at GlobalTech. Your joining date is next Monday. The HR team will send the official offer letter to your email.",1
Congratulations Rohan! We loved your assignment and want you to join CodeCraft as a Graphic Designer Intern. We offer Rs 20000/month. Official onboarding details will follow on your university email.,1
"Dear Candidate, your application for Graphic Designer at GlobalTech is successful. We are offering Rs 10000 per month. There are no fees associated with this offer. Let us know if you accept.",1
"Dear Candidate, your application for Business Analyst at DesignHub is successful. We are offering Rs 1 Lakh per month. There are no fees associated with this offer. Let us know if you accept.",1
"Hi Vikram, thanks for applying to CloudSync. You are selected for the Cybersecurity Trainee position. Start date: 1st of next month. Remote work. Please confirm acceptance to proceed with onboarding.",1
"Hello Sneha, based on your performance in the hackathon, CloudSync is offering you a ML Intern internship. Stipend: Rs 1 Lakh. Background verification will be initiated shortly by our vendor.",1
"Dear Manish, welcome to Razorpay! We are thrilled to offer you the Business Analyst Internship. Your monthly stipend is Rs 60000. A detailed email has been sent. Please revert within 48 hours.",1
"Hello Karthik, following your interview, GlobalTech is excited to extend a HR Executive internship offer. Duration is 3 months with a stipend of Rs 15000. Please check your email for the DocuSign link.",1
Congratulations Amit! We loved your assignment and want you to join AppForge as a HR Executive Intern. We offer Rs 1 Lakh/month. Official onboarding details will follow on your university email.,1
"Good evening Rohan, your final interview for Business Analyst at BuzzBee Digital was positive. We are offering you a 6-month internship at Rs 50000/month. Accept via the HR portal.",1
"Hi Amit, great news! You're hired as a Frontend Developer at AppForge. We do not charge any registration fees. Please complete your profile on our careers portal to generate the offer letter.",1
"Dear Divya, we are pleased to offer you the Software Engineer Internship at NexaByte. Your stipend will be Rs 1 Lakh/month. Please confirm your acceptance by replying to this email/message.",1
"Dear Ananya, welcome to NexaByte! We are thrilled to offer you the HR Executive Internship. Your monthly stipend is Rs 25000. A detailed email has been sent. Please revert within 48 hours.",1
"Good evening Amit, your final interview for Software Engineer at InfoEdge was positive. We are offering you a 6-month internship at Rs 20000/month. Accept via the HR portal.",1
"Hello Rohan, following your interview, Flipkart is excited to extend a HR Executive internship offer. Duration is 3 months with a stipend of Rs 60000. Please check your email for the DocuSign link.",1
"Dear Aisha, we are pleased to offer you the Graphic Designer Internship at MediaPulse. Your stipend will be Rs 15000/month. Please confirm your acceptance by replying to this email/message.",1
"Hi Divya, congratulations! You have cleared all rounds for the Frontend Developer position at Zomato. Your joining date is next Monday. The HR team will send the official offer letter to your email.",1
